am1,am2,mentions,party
SimonThomasAC,LeanneWood,95,Plaid Cymru
SimonThomasAC,LlyrGruffydd,14,Plaid Cymru
SimonThomasAC,MarkIsherwoodAM,1,Plaid Cymru
SimonThomasAC,MarkReckless,7,Plaid Cymru
SimonThomasAC,MickAntoniw1,3,Plaid Cymru
SimonThomasAC,NeilUKIP,2,Plaid Cymru
SimonThomasAC,NickRamsayAM,10,Plaid Cymru
SimonThomasAC,RebeccaEvansAM,1,Plaid Cymru
SimonThomasAC,RhunapIorwerth,17,Plaid Cymru
SimonThomasAC,VikkiHowells,4,Plaid Cymru
SimonThomasAC,_Adam_Price,25,Plaid Cymru
SimonThomasAC,ann_jonesam,1,Plaid Cymru
SimonThomasAC,bethanjenkins,29,Plaid Cymru
SimonThomasAC,huw4ogmore,3,Plaid Cymru
SimonThomasAC,neiljmcevoy,9,Plaid Cymru
SimonThomasAC,siangwenfelin,12,Plaid Cymru
SimonThomasAC,suzydaviesam,2,Plaid Cymru
SimonThomasAC,vaughangething,1,Plaid Cymru
UKIPNorthWales,ElisThomasD,1,UKIP
UKIPNorthWales,Kirsty_Williams,1,UKIP
UKIPNorthWales,LeanneWood,1,UKIP
UKIPNorthWales,LlyrGruffydd,2,UKIP
UKIPNorthWales,MarkReckless,9,UKIP
UKIPNorthWales,NathanGillMEP,18,UKIP
UKIPNorthWales,NeilUKIP,5,UKIP
UKIPNorthWales,carolineUKIP,2,UKIP
VikkiHowells,AMCarwyn,17,Labour
VikkiHowells,AlunDaviesAM,3,Labour
VikkiHowells,Amanwy,10,Labour
VikkiHowells,AndrewRTDavies,3,Labour
VikkiHowells,DavidReesAM,1,Labour
VikkiHowells,Dawn_Bowden,19,Labour
VikkiHowells,Eluned_Morgan,4,Labour
VikkiHowells,JBryantWales,9,Labour
VikkiHowells,JaneHutt,4,Labour
VikkiHowells,JennyRathbone,4,Labour
VikkiHowells,Jeremy_Miles,7,Labour
VikkiHowells,JulieJamesAM,1,Labour
VikkiHowells,JulieMorganLAB,4,Labour
VikkiHowells,KenSkatesAM,6,Labour
VikkiHowells,Kirsty_Williams,2,Labour
VikkiHowells,LeanneWood,4,Labour
VikkiHowells,MarkDrakeford,2,Labour
VikkiHowells,MarkReckless,1,Labour
VikkiHowells,MickAntoniw1,10,Labour
VikkiHowells,NathanGillMEP,1,Labour
VikkiHowells,RebeccaEvansAM,5,Labour
VikkiHowells,RhunapIorwerth,1,Labour
VikkiHowells,SimonThomasAC,3,Labour
VikkiHowells,ann_jonesam,1,Labour
VikkiHowells,bethanjenkins,1,Labour
VikkiHowells,carlsargeant1,9,Labour
VikkiHowells,hannahblythyn,2,Labour
VikkiHowells,hef4caerphilly,9,Labour
VikkiHowells,huw4ogmore,11,Labour
VikkiHowells,rhi4islwyn,3,Labour
VikkiHowells,siangwenfelin,1,Labour
VikkiHowells,vaughangething,5,Labour
_Adam_Price,AlunDaviesAM,2,Plaid Cymru
_Adam_Price,Amanwy,46,Plaid Cymru
_Adam_Price,AndrewRTDavies,2,Plaid Cymru
_Adam_Price,Dawn_Bowden,1,Plaid Cymru
_Adam_Price,ElinCeredigion,32,Plaid Cymru
_Adam_Price,ElisThomasD,5,Plaid Cymru
_Adam_Price,Eluned_Morgan,2,Plaid Cymru
_Adam_Price,Jeremy_Miles,4,Plaid Cymru
_Adam_Price,JoyceWatsonam,1,Plaid Cymru
_Adam_Price,JulieMorganLAB,1,Plaid Cymru
_Adam_Price,KenSkatesAM,2,Plaid Cymru
_Adam_Price,Kirsty_Williams,3,Plaid Cymru
_Adam_Price,LeanneWood,107,Plaid Cymru
_Adam_Price,LlyrGruffydd,2,Plaid Cymru
_Adam_Price,NathanGillMEP,1,Plaid Cymru
_Adam_Price,NeilUKIP,2,Plaid Cymru
_Adam_Price,RhunapIorwerth,53,Plaid Cymru
_Adam_Price,SimonThomasAC,26,Plaid Cymru
_Adam_Price,bethanjenkins,10,Plaid Cymru
_Adam_Price,carlsargeant1,1,Plaid Cymru
_Adam_Price,carolineUKIP,1,Plaid Cymru
_Adam_Price,hannahblythyn,1,Plaid Cymru
_Adam_Price,neiljmcevoy,5,Plaid Cymru
_Adam_Price,siangwenfelin,4,Plaid Cymru
_Adam_Price,suzydaviesam,2,Plaid Cymru
_Adam_Price,vaughangething,1,Plaid Cymru
ann_jonesam,AMCarwyn,48,Labour
ann_jonesam,AlunDaviesAM,6,Labour
ann_jonesam,Amanwy,4,Labour
ann_jonesam,AndrewRTDavies,18,Labour
ann_jonesam,AngelaBurnsAM,3,Labour
ann_jonesam,DarrenMillarAM,30,Labour
ann_jonesam,DavidReesAM,9,Labour
ann_jonesam,Dawn_Bowden,1,Labour
ann_jonesam,ElinCeredigion,4,Labour
ann_jonesam,ElisThomasD,6,Labour
ann_jonesam,JBryantWales,6,Labour
ann_jonesam,JFinchSaunders,17,Labour
ann_jonesam,JGriffithsLab,2,Labour
ann_jonesam,JaneHutt,25,Labour
ann_jonesam,JennyRathbone,6,Labour
ann_jonesam,Jeremy_Miles,2,Labour
ann_jonesam,JoyceWatsonam,1,Labour
ann_jonesam,JulieJamesAM,6,Labour
ann_jonesam,JulieMorganLAB,4,Labour
ann_jonesam,KenSkatesAM,27,Labour
ann_jonesam,Kirsty_Williams,3,Labour
ann_jonesam,LeanneWood,9,Labour
ann_jonesam,LlyrGruffydd,6,Labour
ann_jonesam,MarkDrakeford,7,Labour
ann_jonesam,MarkIsherwoodAM,1,Labour
ann_jonesam,MarkReckless,2,Labour
ann_jonesam,MickAntoniw1,2,Labour
ann_jonesam,MikeHedgesAM,9,Labour
ann_jonesam,MohammadAsghar,1,Labour
ann_jonesam,NathanGillMEP,1,Labour
ann_jonesam,RebeccaEvansAM,33,Labour
ann_jonesam,RhunapIorwerth,3,Labour
ann_jonesam,SimonThomasAC,6,Labour
ann_jonesam,bethanjenkins,12,Labour
ann_jonesam,carlsargeant1,118,Labour
ann_jonesam,hannahblythyn,11,Labour
ann_jonesam,hef4caerphilly,1,Labour
ann_jonesam,huw4ogmore,4,Labour
ann_jonesam,lesley4wrexham,34,Labour
ann_jonesam,rhi4islwyn,3,Labour
ann_jonesam,russ_george,1,Labour
ann_jonesam,suzydaviesam,3,Labour
ann_jonesam,vaughangething,31,Labour
bethanjenkins,AMCarwyn,1,Plaid Cymru
bethanjenkins,AlunDaviesAM,5,Plaid Cymru
bethanjenkins,Amanwy,18,Plaid Cymru
bethanjenkins,AndrewRTDavies,4,Plaid Cymru
bethanjenkins,AngelaBurnsAM,1,Plaid Cymru
bethanjenkins,DarrenMillarAM,1,Plaid Cymru
bethanjenkins,DavidReesAM,18,Plaid Cymru
bethanjenkins,Dawn_Bowden,4,Plaid Cymru
bethanjenkins,ElinCeredigion,13,Plaid Cymru
bethanjenkins,ElisThomasD,3,Plaid Cymru
bethanjenkins,Eluned_Morgan,1,Plaid Cymru
bethanjenkins,JBryantWales,3,Plaid Cymru
bethanjenkins,JaneHutt,1,Plaid Cymru
bethanjenkins,JennyRathbone,1,Plaid Cymru
bethanjenkins,Jeremy_Miles,15,Plaid Cymru
bethanjenkins,JulieJamesAM,7,Plaid Cymru
bethanjenkins,JulieMorganLAB,3,Plaid Cymru
bethanjenkins,KenSkatesAM,3,Plaid Cymru
bethanjenkins,Kirsty_Williams,1,Plaid Cymru
bethanjenkins,LeanneWood,57,Plaid Cymru
bethanjenkins,LlyrGruffydd,4,Plaid Cymru
bethanjenkins,MarkDrakeford,1,Plaid Cymru
bethanjenkins,MarkIsherwoodAM,4,Plaid Cymru
bethanjenkins,MarkReckless,3,Plaid Cymru
bethanjenkins,MickAntoniw1,2,Plaid Cymru
bethanjenkins,MikeHedgesAM,14,Plaid Cymru
bethanjenkins,NathanGillMEP,4,Plaid Cymru
bethanjenkins,NeilUKIP,12,Plaid Cymru
bethanjenkins,NickRamsayAM,10,Plaid Cymru
bethanjenkins,RhunapIorwerth,10,Plaid Cymru
bethanjenkins,SimonThomasAC,21,Plaid Cymru
bethanjenkins,VikkiHowells,2,Plaid Cymru
bethanjenkins,_Adam_Price,16,Plaid Cymru
bethanjenkins,ann_jonesam,1,Plaid Cymru
bethanjenkins,carlsargeant1,2,Plaid Cymru
bethanjenkins,carolineUKIP,3,Plaid Cymru
bethanjenkins,huw4ogmore,16,Plaid Cymru
bethanjenkins,neiljmcevoy,1,Plaid Cymru
bethanjenkins,russ_george,2,Plaid Cymru
bethanjenkins,siangwenfelin,1,Plaid Cymru
bethanjenkins,suzydaviesam,21,Plaid Cymru
bethanjenkins,vaughangething,1,Plaid Cymru
carlsargeant1,AMCarwyn,47,Labour
carlsargeant1,AlunDaviesAM,15,Labour
carlsargeant1,Amanwy,30,Labour
carlsargeant1,AndrewRTDavies,1,Labour
carlsargeant1,DarrenMillarAM,1,Labour
carlsargeant1,DavidReesAM,9,Labour
carlsargeant1,Dawn_Bowden,2,Labour
carlsargeant1,ElinCeredigion,2,Labour
carlsargeant1,ElisThomasD,9,Labour
carlsargeant1,JBryantWales,6,Labour
carlsargeant1,JFinchSaunders,3,Labour
carlsargeant1,JGriffithsLab,1,Labour
carlsargeant1,JaneHutt,7,Labour
carlsargeant1,JennyRathbone,23,Labour
carlsargeant1,Jeremy_Miles,5,Labour
carlsargeant1,JoyceWatsonam,2,Labour
carlsargeant1,JulieJamesAM,5,Labour
carlsargeant1,JulieMorganLAB,28,Labour
carlsargeant1,KenSkatesAM,19,Labour
carlsargeant1,Kirsty_Williams,1,Labour
carlsargeant1,LeanneWood,8,Labour
carlsargeant1,LlyrGruffydd,1,Labour
carlsargeant1,MarkIsherwoodAM,6,Labour
carlsargeant1,MickAntoniw1,3,Labour
carlsargeant1,MikeHedgesAM,4,Labour
carlsargeant1,NathanGillMEP,19,Labour
carlsargeant1,NickRamsayAM,1,Labour
carlsargeant1,RebeccaEvansAM,10,Labour
carlsargeant1,RhunapIorwerth,2,Labour
carlsargeant1,VikkiHowells,8,Labour
carlsargeant1,ann_jonesam,20,Labour
carlsargeant1,bethanjenkins,2,Labour
carlsargeant1,hannahblythyn,38,Labour
carlsargeant1,lesley4wrexham,39,Labour
carlsargeant1,neiljmcevoy,1,Labour
carlsargeant1,rhi4islwyn,1,Labour
carlsargeant1,siangwenfelin,1,Labour
carlsargeant1,vaughangething,3,Labour
carolineUKIP,AlunDaviesAM,1,UKIP
carolineUKIP,Jeremy_Miles,6,UKIP
carolineUKIP,LeanneWood,3,UKIP
carolineUKIP,MarkIsherwoodAM,2,UKIP
carolineUKIP,MarkReckless,24,UKIP
carolineUKIP,MikeHedgesAM,1,UKIP
carolineUKIP,NathanGillMEP,74,UKIP
carolineUKIP,NeilUKIP,12,UKIP
carolineUKIP,_Adam_Price,1,UKIP
carolineUKIP,bethanjenkins,2,UKIP
carolineUKIP,neiljmcevoy,1,UKIP
carolineUKIP,suzydaviesam,2,UKIP
carolineUKIP,vaughangething,1,UKIP
hannahblythyn,AMCarwyn,16,Labour
hannahblythyn,AlunDaviesAM,1,Labour
hannahblythyn,Amanwy,5,Labour
hannahblythyn,DavidReesAM,4,Labour
hannahblythyn,Dawn_Bowden,5,Labour
hannahblythyn,ElinCeredigion,1,Labour
hannahblythyn,ElisThomasD,1,Labour
hannahblythyn,Eluned_Morgan,3,Labour
hannahblythyn,JBryantWales,19,Labour
hannahblythyn,JaneHutt,1,Labour
hannahblythyn,JennyRathbone,1,Labour
hannahblythyn,Jeremy_Miles,12,Labour
hannahblythyn,JulieJamesAM,1,Labour
hannahblythyn,JulieMorganLAB,3,Labour
hannahblythyn,KenSkatesAM,44,Labour
hannahblythyn,Kirsty_Williams,1,Labour
hannahblythyn,MarkDrakeford,1,Labour
hannahblythyn,MarkIsherwoodAM,3,Labour
hannahblythyn,MarkReckless,1,Labour
hannahblythyn,MickAntoniw1,3,Labour
hannahblythyn,RebeccaEvansAM,18,Labour
hannahblythyn,ann_jonesam,2,Labour
hannahblythyn,carlsargeant1,34,Labour
hannahblythyn,huw4ogmore,1,Labour
hannahblythyn,lesley4wrexham,12,Labour
hannahblythyn,suzydaviesam,1,Labour
hannahblythyn,vaughangething,8,Labour
hef4caerphilly,AMCarwyn,5,Labour
hef4caerphilly,AlunDaviesAM,2,Labour
hef4caerphilly,Amanwy,9,Labour
hef4caerphilly,Dawn_Bowden,5,Labour
hef4caerphilly,JGriffithsLab,1,Labour
hef4caerphilly,JaneHutt,3,Labour
hef4caerphilly,JennyRathbone,1,Labour
hef4caerphilly,Jeremy_Miles,7,Labour
hef4caerphilly,JulieMorganLAB,12,Labour
hef4caerphilly,KenSkatesAM,3,Labour
hef4caerphilly,Kirsty_Williams,2,Labour
hef4caerphilly,LeanneWood,1,Labour
hef4caerphilly,MarkDrakeford,1,Labour
hef4caerphilly,NathanGillMEP,1,Labour
hef4caerphilly,NeilUKIP,2,Labour
hef4caerphilly,VikkiHowells,10,Labour
hef4caerphilly,_Adam_Price,1,Labour
hef4caerphilly,bethanjenkins,1,Labour
hef4caerphilly,hannahblythyn,1,Labour
hef4caerphilly,huw4ogmore,2,Labour
hef4caerphilly,neiljmcevoy,6,Labour
hef4caerphilly,rhi4islwyn,1,Labour
hef4caerphilly,vaughangething,2,Labour
huw4ogmore,AMCarwyn,30,Labour
huw4ogmore,AlunDaviesAM,2,Labour
huw4ogmore,Amanwy,13,Labour
huw4ogmore,AndrewRTDavies,2,Labour
huw4ogmore,DavidReesAM,8,Labour
huw4ogmore,Dawn_Bowden,10,Labour
huw4ogmore,ElinCeredigion,2,Labour
huw4ogmore,ElisThomasD,7,Labour
huw4ogmore,Eluned_Morgan,6,Labour
huw4ogmore,JBryantWales,5,Labour
huw4ogmore,JaneHutt,6,Labour
huw4ogmore,JennyRathbone,1,Labour
huw4ogmore,Jeremy_Miles,9,Labour
huw4ogmore,JulieJamesAM,5,Labour
huw4ogmore,KenSkatesAM,1,Labour
huw4ogmore,LlyrGruffydd,1,Labour
huw4ogmore,MarkDrakeford,5,Labour
huw4ogmore,MarkReckless,3,Labour
huw4ogmore,MickAntoniw1,5,Labour
huw4ogmore,MikeHedgesAM,1,Labour
huw4ogmore,NathanGillMEP,1,Labour
huw4ogmore,NickRamsayAM,1,Labour
huw4ogmore,RebeccaEvansAM,5,Labour
huw4ogmore,SimonThomasAC,1,Labour
huw4ogmore,UKIPNorthWales,2,Labour
huw4ogmore,VikkiHowells,12,Labour
huw4ogmore,ann_jonesam,1,Labour
huw4ogmore,bethanjenkins,10,Labour
huw4ogmore,hannahblythyn,3,Labour
huw4ogmore,hef4caerphilly,1,Labour
huw4ogmore,rhi4islwyn,1,Labour
huw4ogmore,suzydaviesam,3,Labour
huw4ogmore,vaughangething,7,Labour
lesley4wrexham,AMCarwyn,12,Labour
lesley4wrexham,AlunDaviesAM,10,Labour
lesley4wrexham,Amanwy,4,Labour
lesley4wrexham,DavidReesAM,2,Labour
lesley4wrexham,Dawn_Bowden,7,Labour
lesley4wrexham,ElinCeredigion,1,Labour
lesley4wrexham,Eluned_Morgan,2,Labour
lesley4wrexham,JBryantWales,8,Labour
lesley4wrexham,JaneHutt,9,Labour
lesley4wrexham,JennyRathbone,9,Labour
lesley4wrexham,Jeremy_Miles,1,Labour
lesley4wrexham,JoyceWatsonam,2,Labour
lesley4wrexham,JulieJamesAM,7,Labour
lesley4wrexham,JulieMorganLAB,8,Labour
lesley4wrexham,KenSkatesAM,41,Labour
lesley4wrexham,MarkDrakeford,2,Labour
lesley4wrexham,MarkIsherwoodAM,7,Labour
lesley4wrexham,MickAntoniw1,1,Labour
lesley4wrexham,MikeHedgesAM,3,Labour
lesley4wrexham,RebeccaEvansAM,7,Labour
lesley4wrexham,RhunapIorwerth,2,Labour
lesley4wrexham,ann_jonesam,15,Labour
lesley4wrexham,carlsargeant1,55,Labour
lesley4wrexham,hannahblythyn,28,Labour
lesley4wrexham,huw4ogmore,1,Labour
lesley4wrexham,vaughangething,11,Labour
neiljmcevoy,AMCarwyn,2,Plaid Cymru
neiljmcevoy,Amanwy,13,Plaid Cymru
neiljmcevoy,AndrewRTDavies,3,Plaid Cymru
neiljmcevoy,ElinCeredigion,6,Plaid Cymru
neiljmcevoy,ElisThomasD,4,Plaid Cymru
neiljmcevoy,Eluned_Morgan,1,Plaid Cymru
neiljmcevoy,JaneHutt,1,Plaid Cymru
neiljmcevoy,JennyRathbone,2,Plaid Cymru
neiljmcevoy,JulieMorganLAB,5,Plaid Cymru
neiljmcevoy,KenSkatesAM,3,Plaid Cymru
neiljmcevoy,Kirsty_Williams,2,Plaid Cymru
neiljmcevoy,LeanneWood,71,Plaid Cymru
neiljmcevoy,LlyrGruffydd,1,Plaid Cymru
neiljmcevoy,MarkDrakeford,13,Plaid Cymru
neiljmcevoy,MarkIsherwoodAM,4,Plaid Cymru
neiljmcevoy,MickAntoniw1,2,Plaid Cymru
neiljmcevoy,NathanGillMEP,1,Plaid Cymru
neiljmcevoy,RhunapIorwerth,8,Plaid Cymru
neiljmcevoy,SimonThomasAC,16,Plaid Cymru
neiljmcevoy,UKIPNorthWales,1,Plaid Cymru
neiljmcevoy,_Adam_Price,8,Plaid Cymru
neiljmcevoy,bethanjenkins,5,Plaid Cymru
neiljmcevoy,hef4caerphilly,3,Plaid Cymru
neiljmcevoy,lesley4wrexham,3,Plaid Cymru
neiljmcevoy,siangwenfelin,4,Plaid Cymru
neiljmcevoy,vaughangething,1,Plaid Cymru
rhi4islwyn,AMCarwyn,11,Labour
rhi4islwyn,AlunDaviesAM,4,Labour
rhi4islwyn,Amanwy,3,Labour
rhi4islwyn,AndrewRTDavies,1,Labour
rhi4islwyn,DavidReesAM,2,Labour
rhi4islwyn,Dawn_Bowden,7,Labour
rhi4islwyn,Eluned_Morgan,3,Labour
rhi4islwyn,JBryantWales,6,Labour
rhi4islwyn,JGriffithsLab,2,Labour
rhi4islwyn,JaneHutt,1,Labour
rhi4islwyn,JennyRathbone,1,Labour
rhi4islwyn,Jeremy_Miles,4,Labour
rhi4islwyn,JoyceWatsonam,1,Labour
rhi4islwyn,JulieJamesAM,2,Labour
rhi4islwyn,JulieMorganLAB,1,Labour
rhi4islwyn,KenSkatesAM,1,Labour
rhi4islwyn,Kirsty_Williams,1,Labour
rhi4islwyn,LeanneWood,2,Labour
rhi4islwyn,MarkDrakeford,1,Labour
rhi4islwyn,MarkIsherwoodAM,1,Labour
rhi4islwyn,MickAntoniw1,2,Labour
rhi4islwyn,MikeHedgesAM,1,Labour
rhi4islwyn,NathanGillMEP,1,Labour
rhi4islwyn,NeilUKIP,1,Labour
rhi4islwyn,NickRamsayAM,5,Labour
rhi4islwyn,RebeccaEvansAM,3,Labour
rhi4islwyn,RhunapIorwerth,1,Labour
rhi4islwyn,VikkiHowells,4,Labour
rhi4islwyn,_Adam_Price,1,Labour
rhi4islwyn,carlsargeant1,4,Labour
rhi4islwyn,hannahblythyn,1,Labour
rhi4islwyn,hef4caerphilly,8,Labour
rhi4islwyn,huw4ogmore,5,Labour
rhi4islwyn,russ_george,1,Labour
rhi4islwyn,suzydaviesam,1,Labour
rhi4islwyn,vaughangething,2,Labour
russ_george,AlunDaviesAM,6,Conservative
russ_george,AndrewRTDavies,43,Conservative
russ_george,AngelaBurnsAM,5,Conservative
russ_george,DarrenMillarAM,29,Conservative
russ_george,DavidReesAM,3,Conservative
russ_george,ElinCeredigion,4,Conservative
russ_george,ElisThomasD,7,Conservative
russ_george,JBryantWales,1,Conservative
russ_george,JFinchSaunders,3,Conservative
russ_george,JennyRathbone,1,Conservative
russ_george,JoyceWatsonam,3,Conservative
russ_george,JulieMorganLAB,3,Conservative
russ_george,KenSkatesAM,3,Conservative
russ_george,Kirsty_Williams,5,Conservative
russ_george,LeanneWood,1,Conservative
russ_george,LlyrGruffydd,8,Conservative
russ_george,MarkIsherwoodAM,5,Conservative
russ_george,MikeHedgesAM,1,Conservative
russ_george,MohammadAsghar,1,Conservative
russ_george,NickRamsayAM,1,Conservative
russ_george,RebeccaEvansAM,14,Conservative
russ_george,RhunapIorwerth,3,Conservative
russ_george,SimonThomasAC,5,Conservative
russ_george,ann_jonesam,1,Conservative
russ_george,bethanjenkins,8,Conservative
russ_george,carlsargeant1,3,Conservative
russ_george,neiljmcevoy,1,Conservative
russ_george,rhi4islwyn,1,Conservative
russ_george,suzydaviesam,6,Conservative
russ_george,vaughangething,4,Conservative
siangwenfelin,AMCarwyn,4,Plaid Cymru
siangwenfelin,Amanwy,1,Plaid Cymru
siangwenfelin,ElinCeredigion,38,Plaid Cymru
siangwenfelin,ElisThomasD,5,Plaid Cymru
siangwenfelin,Eluned_Morgan,3,Plaid Cymru
siangwenfelin,JBryantWales,2,Plaid Cymru
siangwenfelin,JennyRathbone,1,Plaid Cymru
siangwenfelin,Jeremy_Miles,4,Plaid Cymru
siangwenfelin,KenSkatesAM,2,Plaid Cymru
siangwenfelin,LeanneWood,148,Plaid Cymru
siangwenfelin,LlyrGruffydd,25,Plaid Cymru
siangwenfelin,MarkIsherwoodAM,2,Plaid Cymru
siangwenfelin,MarkReckless,1,Plaid Cymru
siangwenfelin,NathanGillMEP,2,Plaid Cymru
siangwenfelin,RebeccaEvansAM,1,Plaid Cymru
siangwenfelin,RhunapIorwerth,56,Plaid Cymru
siangwenfelin,SimonThomasAC,30,Plaid Cymru
siangwenfelin,VikkiHowells,1,Plaid Cymru
siangwenfelin,_Adam_Price,40,Plaid Cymru
siangwenfelin,bethanjenkins,5,Plaid Cymru
siangwenfelin,hef4caerphilly,1,Plaid Cymru
siangwenfelin,huw4ogmore,1,Plaid Cymru
siangwenfelin,neiljmcevoy,6,Plaid Cymru
siangwenfelin,russ_george,1,Plaid Cymru
suzydaviesam,AMCarwyn,3,Conservative
suzydaviesam,AlunDaviesAM,5,Conservative
suzydaviesam,Amanwy,2,Conservative
suzydaviesam,AndrewRTDavies,56,Conservative
suzydaviesam,AngelaBurnsAM,18,Conservative
suzydaviesam,DarrenMillarAM,6,Conservative
suzydaviesam,DavidReesAM,12,Conservative
suzydaviesam,Dawn_Bowden,6,Conservative
suzydaviesam,ElinCeredigion,4,Conservative
suzydaviesam,ElisThomasD,2,Conservative
suzydaviesam,Eluned_Morgan,1,Conservative
suzydaviesam,JFinchSaunders,3,Conservative
suzydaviesam,JennyRathbone,1,Conservative
suzydaviesam,Jeremy_Miles,15,Conservative
suzydaviesam,JoyceWatsonam,5,Conservative
suzydaviesam,JulieJamesAM,10,Conservative
suzydaviesam,JulieMorganLAB,3,Conservative
suzydaviesam,KenSkatesAM,5,Conservative
suzydaviesam,Kirsty_Williams,1,Conservative
suzydaviesam,LeanneWood,10,Conservative
suzydaviesam,LlyrGruffydd,1,Conservative
suzydaviesam,MarkDrakeford,2,Conservative
suzydaviesam,MarkIsherwoodAM,5,Conservative
suzydaviesam,MarkReckless,2,Conservative
suzydaviesam,MickAntoniw1,9,Conservative
suzydaviesam,MikeHedgesAM,14,Conservative
suzydaviesam,MohammadAsghar,1,Conservative
suzydaviesam,NathanGillMEP,3,Conservative
suzydaviesam,NickRamsayAM,6,Conservative
suzydaviesam,RhunapIorwerth,3,Conservative
suzydaviesam,SimonThomasAC,13,Conservative
suzydaviesam,_Adam_Price,2,Conservative
suzydaviesam,ann_jonesam,2,Conservative
suzydaviesam,bethanjenkins,65,Conservative
suzydaviesam,carlsargeant1,1,Conservative
suzydaviesam,carolineUKIP,6,Conservative
suzydaviesam,hannahblythyn,4,Conservative
suzydaviesam,huw4ogmore,1,Conservative
suzydaviesam,russ_george,10,Conservative
suzydaviesam,vaughangething,2,Conservative
vaughangething,AMCarwyn,13,Labour
vaughangething,AlunDaviesAM,10,Labour
vaughangething,Amanwy,24,Labour
vaughangething,AndrewRTDavies,6,Labour
vaughangething,DarrenMillarAM,1,Labour
vaughangething,DavidReesAM,7,Labour
vaughangething,Dawn_Bowden,19,Labour
vaughangething,ElinCeredigion,2,Labour
vaughangething,ElisThomasD,3,Labour
vaughangething,Eluned_Morgan,8,Labour
vaughangething,JBryantWales,18,Labour
vaughangething,JaneHutt,45,Labour
vaughangething,JennyRathbone,23,Labour
vaughangething,Jeremy_Miles,7,Labour
vaughangething,JoyceWatsonam,4,Labour
vaughangething,JulieJamesAM,6,Labour
vaughangething,JulieMorganLAB,7,Labour
vaughangething,KenSkatesAM,6,Labour
vaughangething,Kirsty_Williams,2,Labour
vaughangething,MarkDrakeford,13,Labour
vaughangething,MarkReckless,3,Labour
vaughangething,MickAntoniw1,16,Labour
vaughangething,MikeHedgesAM,1,Labour
vaughangething,NathanGillMEP,1,Labour
vaughangething,NickRamsayAM,1,Labour
vaughangething,RebeccaEvansAM,9,Labour
vaughangething,RhunapIorwerth,1,Labour
vaughangething,SimonThomasAC,1,Labour
vaughangething,VikkiHowells,2,Labour
vaughangething,_Adam_Price,2,Labour
vaughangething,ann_jonesam,14,Labour
vaughangething,bethanjenkins,5,Labour
vaughangething,carlsargeant1,3,Labour
vaughangething,hannahblythyn,14,Labour
vaughangething,hef4caerphilly,2,Labour
vaughangething,huw4ogmore,2,Labour
vaughangething,lesley4wrexham,4,Labour
vaughangething,rhi4islwyn,1,Labour
vaughangething,suzydaviesam,3,Labour
